Name,Role,State,District,Party,Served,Active On X,Account,tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
"Smith, Adam",Representative,Washington,9,Democratic,House: 1997-Present,Yes,RepAdamSmith,'1917716847199219809',"The Women’s Small Business Ownership Act, which would fund annual training geared towards helping women-owned business to start, operate, and grow their small business. I am proud to support this legislation because we need to build an economy that helps Washington businesses grow and supports high-quality jobs.",en,Tweet,0,1,0,3,463.0,2025-05-01 00:05:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,
"McBride, Sarah",Representative,Delaware,At Large,Democratic,House: 2025-Present,Yes,Rep_McBride,'1917716846838534409',To paraphrase the Lizzie McGuire movie: How many Donald Trumps does it take to screw in a lightbulb? Don't know. But it only takes one to sink our economy. https://t.co/m3NRJY48RE,en,Tweet,0,169,24,279,30489.0,2025-05-01 00:05:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GpznJe5XIAMu7lv.png
"Balint, Becca",Representative,Vermont,At Large,Democratic,House: 2023-Present,Yes,RepBeccaB,'1917717039612875100',We should not be looking for more money to pump into ICE so that these kinds of things can happen. Disgraceful vote by @JudiciaryGOP.,en,Tweet,11,404,146,28,35340.0,2025-05-01 00:05:46,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Welch, Peter",Senator,Vermont,,Democratic,"Senate: 2023-Present, House: 2007-2023",Yes,SenPeterWelch,'1917717052292313494',I just got off the floor where we forced a vote to end President Trump’s global tariffs. https://t.co/VQqUIuy1e3,en,Tweet,11,433,134,1256,58965.0,2025-05-01 00:05:49,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/ext_tw_video/1917716984151638016/pu/vid/avc1/608x1080/c4jlwOjIdJ_b16XI.mp4?tag=12
"Aderholt, Robert B.",Representative,Alabama,4,Republican,House: 1997-Present,Yes,Robert_Aderholt,'1917717116259569915',This agreement with Ukraine strengthens America’s access to critical minerals—reducing our dependence on China and countering Russian aggression. A strong U.S.-Ukraine partnership is key to both economic security and global stability.,en,Tweet,0,11,7,7,972.0,2025-05-01 00:06:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Finstad, Brad",Representative,Minnesota,1,Republican,House: 2022-Present,Yes,RepFinstad,'1917717240981422434',"Today, two of my bills, the Prove It Act and the Save SBA from Sanctuary Cities Act, passed in @HouseSmallBiz! Together, my colleagues and I are working to protect Main Streets everywhere by fighting overregulation and ensuring businesses have the tools they need to succeed. https://t.co/Jpx7YvJBBu",en,Tweet,1,17,3,5,624.0,2025-05-01 00:06:34,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/Gp0Zo3sXMAES3Tg.jpg,https://pbs.twimg.com/media/Gp0Zo3hXoAA1o6D.jpg"
"Schumer, Charles E.",Senator,New York,,Democratic,"Senate: 1999-Present, House: 1981-1999",Yes,SenSchumer,'1917717362561933390',"Today, I stood together with @RepJeffries, @SenateDems, and @HouseDemocrats against the failure of Trump’s 100 days.  

Behind every Trump failure are Republicans in Congress—they are his enablers, his collaborators, his co-conspirators.

We are going to keep working for the American people.",en,Tweet,2,134,59,353,22179.0,2025-05-01 00:07:03,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/Gp0XwliWoAAcHZU.jpg
"Suozzi, Thomas R.",Representative,New York,3,Democratic,House: 2017-Present,Yes,RepTomSuozzi,'1917717422678708465',The New York Democrat is doing things the ‘Suozzi way’ in a district Donald Trump carried. https://t.co/z0lttkUSN8 https://t.co/sK867AAn2t,en,Tweet,9,240,81,22,64793.0,2025-05-01 00:07:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://rollcall.com/2025/04/30/tom-suozzi-take-five/,photo,https://pbs.twimg.com/media/Gp0Z1RuXUAANFsV.jpg
"Johnson, Ron",Senator,Wisconsin,,Republican,Senate: 2011-Present,Yes,SenRonJohnson,'1917718059457876284',"The root cause of so many of our problems is the size, scope, and cost of the federal government.

Massive deficit spending devalued the dollar, driving 40-year high inflation.

The solution: return to a reasonable pre-pandemic spending level. https://t.co/MZIE7bgvWE",en,Tweet,26,1658,310,223,69629.0,2025-05-01 00:09:49,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1917717938250854400/vid/avc1/640x360/fnsGPNL1tOFH30IL.mp4?tag=16
"Gomez, Jimmy",Representative,California,34,Democratic,House: 2017-Present,Yes,RepJimmyGomez,'1917718298352832660',"Immigrants pay taxes and help power our economy. But now the Trump admin wants to hand their private IRS records to immigration enforcement. I filed an amicus brief with @HispanicCaucus to stop this unprecedented, dangerous breach of trust and defend everyone’s right to privacy. https://t.co/t6Q3B0njLN",en,Tweet,0,3,1,2,499.0,2025-05-01 00:10:46,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,photo,"https://pbs.twimg.com/media/Gp0aoOlXkAAAEU3.jpg,https://pbs.twimg.com/media/Gp0aoMNWQAA65nT.jpg"
"Thompson, Mike",Representative,California,4,Democratic,House: 1999-Present,Yes,RepThompson,'1917718359824818622',Go Warriors! Go Dubs!,en,Tweet,0,1,0,0,450.0,2025-05-01 00:11:01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Peters, Scott H.",Representative,California,50,Democratic,House: 2013-Present,Yes,RepScottPeters,'1917718995752608136',"As Sexual Assault Awareness Month comes to a close, I remain committed to standing with survivors and ending sexual harassment and abuse. Last year, I secured $220,000 for the Escondido Police Department’s implementation of Rapid DNA Technology to help ensure they have the resources needed to provide justice for survivors.",en,Tweet,0,5,0,1,484.0,2025-05-01 00:13:32,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Hayes, Jahana",Representative,Connecticut,5,Democratic,House: 2019-Present,Yes,RepJahanaHayes,'1917719079156166928',"The first 100 days of the Trump Administration have been filled with chaos and uncertainty. 
I stood with Democratic House &amp; Senate leaders in defense of the American people. 
Together, we are fighting back against the irresponsible actions which are hurting people. https://t.co/lNnC6dwln3",en,Tweet,0,4,0,1,370.0,2025-05-01 00:13:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/Gp0bULoWAAAbdHS.jpg,https://pbs.twimg.com/media/Gp0bUKfXUAA8pv5.jpg,https://pbs.twimg.com/media/Gp0bUKqXAAAF1pS.jpg,https://pbs.twimg.com/media/Gp0bULiXMAAyvfp.jpg"
"Bera, Ami",Representative,California,6,Democratic,House: 2013-Present,Yes,RepBera,'1917719324237729798',"President Trump is historically unpopular after just 100 days back in the White House. 

We need to keep up the pressure and continue fighting the Trump Administration’s attacks on our health care, democracy and Constitution. https://t.co/iLbtg24Xyh",en,Tweet,0,44,16,20,9682.0,2025-05-01 00:14:51,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1917719243962896384/vid/avc1/1280x720/TqzyPi-Tv1qi8nwr.mp4?tag=16
"Williams, Nikema",Representative,Georgia,5,Democratic,House: 2021-Present,Yes,RepNikema,'1917719374930026628',"In our @USHouseFSC markup, I proposed a simple amendment to preserve the independence of the Consumer Financial Protection Bureau.  Republicans are marking up a bill to defund our financial watchdogs like the #CFPB, an agency that has saved consumers $5 billion in overdraft fees. While I know Republicans don’t want to hear me out, weakening these agencies to accommodate $7 trillion in tax breaks for billionaires is unacceptable and jeopardizes consumer safety.",en,Tweet,1,16,10,5,1075.0,2025-05-01 00:15:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#CFPB,,video,https://video.twimg.com/amplify_video/1917719313298919424/vid/avc1/1080x1920/HGK0k7NtI3nHmpVF.mp4?tag=16
"Tiffany, Thomas P.",Representative,Wisconsin,7,Republican,House: 2020-Present,Yes,RepTiffany,'1917719388200878483',"I've said it before and I'll say it again: the Biden administration was complicit in one of the largest human trafficking operations in history.

They opened the border, knew the consequences, and stood by and did nothing as lives were destroyed.",en,Tweet,3,168,65,46,7080.0,2025-05-01 00:15:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Murray, Patty",Senator,Washington,,Democratic,Senate: 1993-Present,Yes,PattyMurray,'1917719520917049852',"BREAKING: Senate Republicans just BLOCKED a resolution to end Trump's tariffs.

Despite how these tariffs are:
- crushing American small businesses,
- will force a massive tax INCREASE on everyone,
- and are pushing the country toward a painful recession.",en,Tweet,31,1509,639,603,40915.0,2025-05-01 00:15:37,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Ciscomani, Juan",Representative,Arizona,6,Republican,House: 2023-Present,Yes,RepCiscomani,'1917719808730189884',"As Co-Chair of the Hispanic-Serving Institutions (HSI) Caucus, I was honored to speak at @HACUNews’s 30th Annual National Capitol Forum on the need to grow Pell Grant investments. As a recipient, I know their value &amp; will keep working to ensure we strengthen these vital programs.",en,Tweet,0,5,1,3,711.0,2025-05-01 00:16:46,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Scanlon, Mary Gay",Representative,Pennsylvania,5,Democratic,House: 2018-Present,Yes,RepMGS,'1917719897666195655',"In 100 days of full control of Washington, the GOP has done nothing to make life easier for the American people. 

Instead, Trump has gone to war against our rights and liberties in pursuit of unchecked power—and Congressional Republicans are aiding and abetting his power grab. https://t.co/dXGjhI3G94",en,Tweet,3,77,34,63,7837.0,2025-05-01 00:17:07,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,,video,https://video.twimg.com/amplify_video/1917718762175787008/vid/avc1/720x720/nHHWq7trIBrGRwnF.mp4?tag=16
"Merkley, Jeff",Senator,Oregon,,Democratic,Senate: 2009-Present,Yes,SenJeffMerkley,'1917719910815338505',"Republicans BLOCKED our effort to repeal Trump's tariffs. Trumpflation caused by Trump's tariffs is wreaking havoc on all of our communities.

I hope my Republican colleagues will soon stand up for their constituents and join us in stopping the Trump tariff wrecking ball.",en,Tweet,1,113,32,99,4540.0,2025-05-01 00:17:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Cornyn, John",Senator,Texas,,Republican,Senate: 2002-Present,Yes,JohnCornyn,'1917719964422668630',19-0,qst,Tweet,1,59,6,37,17197.0,2025-05-01 00:17:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Schmitt, Eric",Senator,Missouri,,Republican,Senate: 2023-Present,Yes,SenEricSchmitt,'1917720093020283055',"Over the weekend the life of Kansas City firefighter-paramedic, Graham Hoffman, was tragically cut short at the hands of a known criminal who was released from custody shortly before this attack occurred. Graham was a dedicated public servant, friend, and leader throughout his community and will be sorely missed. Please join me in praying for Graham, his family, and all those who loved him throughout our community.

➡️ https://t.co/0lYMzS8B9q",en,Tweet,1,53,14,1,1659.0,2025-05-01 00:17:54,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
"Graham, Lindsey",Senator,South Carolina,,Republican,"Senate: 2003-Present, House: 1995-2003",Yes,LindseyGrahamSC,'1917720130991083838',"Yet another example of @POTUS doing things others were afraid to do – or couldn’t do – to make America stronger and the world more stable.
 
Congratulations to President Trump and his team, led by @SecScottBessent, for negotiating a very robust economic agreement with the Ukrainians who have been fighting like tigers to maintain their sovereignty.
 
This economic agreement will be tremendously beneficial to the American economy, create strong and lasting ties between our two nations and will solidify going forward that a relationship with Ukraine is an asset to America.
 
Well done to President Trump and his team. To our Ukrainian allies, our best days lie ahead.",en,Tweet,12,421,67,162,67906.0,2025-05-01 00:18:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Schumer, Charles E.",Senator,New York,,Democratic,"Senate: 1999-Present, House: 1981-1999",Yes,SenSchumer,'1917720283735118297',"Leader Thune and Senate Republicans tonight voted to keep the Trump tariff-tax in place.

They own the Trump tariffs and higher costs on America’s middle-class families.",en,Tweet,9,875,360,429,33984.0,2025-05-01 00:18:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Cassidy, Bill",Senator,Louisiana,,Republican,"Senate: 2015-Present, House: 2009-2015",Yes,SenBillCassidy,'1917720327037280657',"This report confirms that which was made evident after October 7. That there are students and faculty at Harvard who contribute to a hostile learning environment for students based on their heritage. This is unacceptable, and is why passing our legislation in the HELP Committee is so important.

https://t.co/r3pgRbEyL2",en,Tweet,1,17,11,12,4078.0,2025-05-01 00:18:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Kim, Andy",Senator,New Jersey,,Democratic,"Senate: 2024-Present, House: 2019-2024",Yes,SenatorAndyKim,'1917720338453954616',Welcome to another Capitol Coffee NJ!￼☕️ https://t.co/VFREZLhsEi,en,Tweet,0,30,3,5,996.0,2025-05-01 00:18:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1917720261429805056/vid/avc1/1080x1920/EUddzDeCOoV4vyVF.mp4?tag=16
"Fallon, Pat",Representative,Texas,4,Republican,House: 2021-Present,Yes,RepPatFallon,'1917720356166553871',"From the start, President Trump has made clear that he would reorientate US foreign policy to put America first. The recently signed mineral deal with Ukraine shows he has delivered. 

What we witnessed today is a far cry from what the world was subject to under the Biden Administration–blank checks and the abject failure to envision an endgame to this horrible, destructive conflict. 

Not only does this deal advance US interests, but it will help deter Russian aggression on the world stage through support for Ukraine, which is a major victory for all who value peace, stability and security.",en,Tweet,1,37,8,11,1387.0,2025-05-01 00:18:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Kamlager-Dove, Sydney",Representative,California,37,Democratic,House: 2023-Present,Yes,RepKamlagerDove,'1917720464656589021',"Today, the rule of law won. Thanks to our collective action, Mohsen is free.

Yet, so many others aren't. Mohsen's case showed that Trump cannot detain lawful residents for exercising free speech—let's keep fighting until every illegally detained person is free.",en,Tweet,0,19,6,3,1685.0,2025-05-01 00:19:22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Crane, Elijah",Representative,Arizona,2,Republican,House: 2023-Present,Yes,RepEliCrane,'1917720491097288957',"This is exactly right. The judges are out of control. 

Impeachment meets the moment.",en,Tweet,15,3073,824,227,27695.0,2025-05-01 00:19:29,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Hamadeh, Abraham J.",Representative,Arizona,8,Republican,House: 2025-Present,Yes,RepAbeHamadeh,'1917720621380952549',"🚨NEW🚨

Congressman Hamadeh Commends President Trump for Executive Order Aimed at DOJ Oversight of Law Enforcement

Read Full Press Release⤵️
https://t.co/hm4IUwZSKH https://t.co/Di59GYRhiW",en,Tweet,0,59,12,3,3213.0,2025-05-01 00:20:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://hamadeh.house.gov/media/press-releases/congressman-hamadeh-commends-president-trump-executive-order-aimed-doj,photo,https://pbs.twimg.com/media/Gp0WmPlaYAEnQJA.jpg
"Gillen, Laura",Representative,New York,4,Democratic,House: 2025-Present,Yes,RepLauraGillen,'1917720846145081678',"For more than 80 years, the US Merchant Marine Academy has been the pride of Long Island, preparing generations of Americans to strengthen our maritime and national security.

Today, I introduced an amendment to provide USDOT with the funding necessary to make badly-needed repairs and upgrades to the USMMA. I’ll continue to work with my Long Island colleagues and @SecretaryDuffy to secure these crucial upgrades.",en,Tweet,0,9,3,2,570.0,2025-05-01 00:20:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1917720757133508608/vid/avc1/888x506/3wFJwl0WtGe7H87X.mp4?tag=16
"Torres, Norma J.",Representative,California,35,Democratic,House: 2015-Present,Yes,NormaJTorres,'1917720901610623447',"The Trump administration is targeting us.

ICE and Border Patrol are hunting people, deporting U.S. citizens, and calling it justice. This isn’t incompetence—it’s a racist, deliberate strategy.

I’m demanding emergency hearings, oversight, and accountability. We will fight back. https://t.co/t4Sg2LMgxt",en,Tweet,0,5,0,10,736.0,2025-05-01 00:21:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/Gp0c_vDXUAEXTVO.jpg,https://pbs.twimg.com/media/Gp0c_vEXwAARvHA.jpg,https://pbs.twimg.com/media/Gp0c_u-XQAAm17H.jpg"
"Amo, Gabe",Representative,Rhode Island,1,Democratic,House: 2023-Present,Yes,RepGabeAmo,'1917721011346079836',"Important conversation with @Saronic and @8vc today at the Hill and Valley Forum on how the United States can strengthen our maritime power ⚓️ 

In Rhode Island and across our nation, I’m pushing for investments in domestic shipbuilding while growing our innovation economy. https://t.co/QtEnlBW7kl",en,Tweet,2,12,1,1,530.0,2025-05-01 00:21:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/Gp0dGBQXkAAywRK.jpg,https://pbs.twimg.com/media/Gp0dGBSXoAABD87.jpg,https://pbs.twimg.com/media/Gp0dGBPWIAAj8YY.jpg"
"Klobuchar, Amy",Senator,Minnesota,,Democratic,Senate: 2007-Present,Yes,SenAmyKlobuchar,'1917721438548812162',"I joined my colleagues in the House and Senate to stand against the chaos President Trump has caused in just 100 days.
 
From tariff taxes that will raise costs for the average family by more than $4,000 a year, to threats to Social Security — we’re here to say: enough is enough. https://t.co/bVksnSXHwA",en,Tweet,0,21,7,34,1390.0,2025-05-01 00:23:15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/Gp0dez2WcAAutMF.jpg
"Markey, Edward J.",Senator,Massachusetts,,Democratic,"Senate: 2013-Present, House: 1977-2013",Yes,SenMarkey,'1917721876119289907',Wrong. Corrupt. Unconstitutional. https://t.co/veglbdD9H9,en,Tweet,6,321,79,60,7454.0,2025-05-01 00:24:59,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/Gp0dh6ZXYAALH_g.jpg
"Kaine, Tim",Senator,Virginia,,Democratic,Senate: 2013-Present,Yes,SenTimKaine,'1917722152179995127',The Trump Administration is doubling down on tariff idiocy. Here’s an update: https://t.co/mOq5uvKAxD,en,Tweet,0,18,5,19,981.0,2025-05-01 00:26:05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1917722028234215424/vid/avc1/1080x1920/zkKaBMHIq2f0STTU.mp4?tag=16
"Courtney, Joe",Representative,Connecticut,2,Democratic,House: 2007-Present,Yes,RepJoeCourtney,'1917722165912260688',Trump Tariffs aren't just a phase or short term pain. The consequences of Trump tariffs are only growing – even for iconic made in America products. https://t.co/ySr6YW61iR,en,Tweet,0,2,1,3,390.0,2025-05-01 00:26:08,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/Gp0NC7pWwAAnHs9.png
"Fitzpatrick, Brian K.",Representative,Pennsylvania,1,Republican,House: 2017-Present,Yes,RepBrianFitz,'1917722347668230366',https://t.co/XRniB3vPmS,zxx,Reply,1,36,6,4,2488.0,2025-05-01 00:26:51,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://www.politico.com/news/2025/04/30/ukraine-agreement-investment-00319855?fbclid=IwZXh0bgNhZW0CMTEAAR75gQcpZzOmabsCt-_cnLuiQk5TcZ31IQqVWerITrTa0-ibxUOQSYK5fltTOQ_aem_RExR7coH3MPSwUjw-aTfLA,,
"Fitzpatrick, Brian K.",Representative,Pennsylvania,1,Republican,House: 2017-Present,Yes,RepBrianFitz,'1917722344455561340',"Two weeks ago in Kyiv, I sat down one-on-one with President Zelenskyy to advance a clear and unified vision: end this brutal war, secure a full and unconditional ceasefire, guarantee Ukraine’s long-term security, and rebuild a free and sovereign nation that can never again be threatened by tyranny.

At the heart of our discussion was the urgent need to align Ukraine’s economic recovery with global security—and that meant locking in a strategic minerals partnership to power both.

Today’s historic U.S.-Ukraine minerals agreement reflects those conversations and the strategic vision we laid out together. By advancing this partnership, we are not only fueling Ukraine’s long-term recovery—we are denying Putin control over the critical resources that power modern technology and global security.

This is how we confront aggression: with unity, with purpose, and with the full weight of American leadership. Those who bankrolled Putin’s war machine will not profit from Ukraine’s peace. That future belongs to the Ukrainian people—and we will stand with them every step of the way.

Peace through strength.",en,Tweet,32,650,132,57,51410.0,2025-05-01 00:26:51,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
"Schumer, Charles E.",Senator,New York,,Democratic,"Senate: 1999-Present, House: 1981-1999",Yes,SenSchumer,'1917722653353275458',https://t.co/b35KX2mgB4,zxx,Tweet,4,150,38,161,48391.0,2025-05-01 00:28:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/Gp0elr6WkAAqYmR.jpg
